ResID;Chinese_Simplified;English;Japanese;Korean;German;French;Spanish;greek;Russian;Portuguese;Thai;Italian;Arabic;turkey;persian;Polish;indonersia;hindi;Dutch;vietnam;Hebrew;malay;burmese;Chinese_Traditional
M34;声音与振动;Sound and vibration;音と振動;소리와 진동;Sound und Vibration;Sons et vibrations;Sonido y vibración;;Звук и вибрация;Som e vibração;เสียงและการสั่นสะเทือน;Suono e vibrazione;الصوت والاهتزاز;;;Dźwięk i wibracje;;;Geluid en trillingen;;צליל ורטט;;;聲音與振動
M35;勿扰模式;Do Not Disturb Mode;迷惑モード;모드를 방해하지 마십시오;Modus nicht stören;Ne pas déranger le mode;Modo No molestar;;Не беспокоить режим;Não perturbe o modo;โหมดห้ามรบกวน;Non disturbare la modalità;لا تزعج الوضع;;;Tryb Nie przeszkadzać;;;Niet storen modus;;לא להפריע מצב;;;勿擾模式
M36;健康提醒;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M37;省电模式;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M38;密码;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M39;组件;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M40;APP视图;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M41;灵动岛;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M42;通用;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M43;语言设置;Language Settings;言語設定;언어 설정;Sprache in stellungen;Paramètres de langue;Configuración de idioma;;Настройки языка;Configurações de idioma;การตั้งค่าภาษา;Impostazioni della lingua;إعدادات اللغة;;;Ustawienia języka;;;Taalinstellingen;;הגדרות שפה;;;語言設置
M44;APP二维码;APP QR Code;APP qrコード;앱 QR 코드;APP QR-Code;Code QR APP;Código QR de la aplicación;;QR-код APP;Código QR APP;APP QR code;Codice QR APP;رمز الاستجابة السريعة APP;;;Kod QR aplikacji;;;APP QR-code;;קוד אפליקציה qr;;;APP二維碼
M45;关于;About;について;에 관하여;Über;À propos de;Acerca de;;О.;Sobre;เกี่ยวกับ;A proposito;حول;;;O;;;Over;;אודות;;;關於
M46;关机;Shutdown;電源を切る;셧다운;Herunter fahren;Éteignez;Apagado;;Выключить;Desligue;ปิดเครื่อง;Arresto;أغلق;;;Wyłączenie;;;Afsluiten;;כיבוי;;;關機
M47;重启;Restart;再起動;다시 시작;Neustart;Redémarrer;Reiniciar;;Перезагрузка;Reinicialização;รีสตาร์ท;Riavvia;إعادة التشغيل;;;Ponowne uruchomienie;;;Opnieuw opstarten;;הפעלה מחדש;;;重啟
M48;恢复出厂;Restore factory;工場出荷を再開する;공장 복원;Werks reset;Restaurer l'usine;Restaurar la fábrica;;Восстановление завода;Restaurar a fábrica;คืนค่าโรงงาน;Ripristina la fabbrica;استئناف المصنع;;;Przywróć fabrykę;;;Fabriek herstellen;;שחזור מפעל;;;恢復出廠
M49;显示与亮度;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M50;抬手亮屏;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M51;熄屏时长;Extinguishing screen duration;消灯時間;소화 화면 지속 시간;Dauer des Bildschirm ausschalens;Durée de l'écran;Duración de la pantalla apagada;;Длительное время выключения экрана;Dduração da tela apagada;ระยะเวลาในการปิดหน้าจอ;Estinzione della durata dello schermo;طول الشاشة;;;Czas trwania ekranu gaszenia;;;Duur van het blusscherm;;משך מסך כיבוי;;;熄屏時長
M52;背景壁纸;Background Wallpaper;背景壁紙;배경 벽지;Hintergrund Tapete;Fond d'écran;Fondo Fondos de pantalla;;Фон Обои;Fundo Papel de parede;พื้นหลังวอลล์เปเปอร์;Sfondo carta da parati;خلفيات خلفية;;;Tapeta w tle;;;Achtergrond behang;;טפט רקע;;;背景壁紙
M53;床头灯;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M54;勿扰模式;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M55;全天勿扰;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M56;定时勿扰;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M57;启动;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M58;停止;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M59;确定;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M60;熄屏时长;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M61;Min;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M62;健康提醒;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M63;久坐提醒;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M64;省电模式;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M65;密码;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M66;密码开关;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M67;更改密码;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M68;添加组件;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M69;组件;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M70;心率;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M71;音乐;Music;音楽;음악;Musik;Musique;Música;;Музыка;Música;เพลง;Musica;الموسيقى;;;Muzyka;;;Muziek;;מוזיקה;;;音樂
M72;呼吸训练;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M73;睡眠;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M74;天气;Weather;天気;날씨;Wetter;Météo;El tiempo;;Погода;Tempo;สภาพอากาศ;Meteo;الطقس;;;Pogoda;;;Weer;;מזג אוויר;;;天氣
M75;日历;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M76;计算器;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M77;APP视图;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M78;列表;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M79;蜂窝;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M80;语言设置;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M81;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;;简体中文;简体中文;简体中文;简体中文;简体中文;;;简体中文;;;简体中文;;简体中文;;;简体中文
M82;Englisch;Englisch;Englisch;Englisch;Englisch;Englisch;Englisch;;Englisch;Englisch;Englisch;Englisch;Englisch;;;Englisch;;;Englisch;;Englisch;;;Englisch
M83;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;;;한국어;;한국어;;;한국어
M84;Français;Français;Français;Français;Français;Français;Français;;Français;Français;Français;Français;Français;;;Français;;;Français;;Français;;;Français
M85;Español;Español;Español;Español;Español;Español;Español;Español;Español;Español;Español;Español;Español;Español;Español;Español;Español;Español;Español;Español;Español;;;日本語
M86;产品名称;Product Name;製品名;제품 이름;Produktname;Nom du produit;Nombre del producto;;Название продукта;Nome do produto;ชื่อผลิตภัณฑ์;Nome del prodotto;اسم المنتج;;;Nazwa produktu;;;Productnaam;;שם המוצר;;;產品名稱
M87;型号;Model;型番;모델;Modell;Modèle;Modelo;;Модель;Modelo;รุ่น;Modello;نموذج;;;Model;;;Model;;דגם;;;型號
M88;版本号;Version Number;バージョン番号;버전 번호;Versions nummer;Numéro de version;Número de versión;;Номер версии;Número da versão;หมายเลขรุ่น;Numero di versione;رقم الإصدار;;;Numer wersji;;;Versienummer;;מספר גרסה;;;版本號
M89;MAC地址;MAC Address;MACアドレス;MAC 주소;MAC-Adresse;Adresse MAC;Dirección MAC;;MAC-адрес;Endereço MAC;ที่อยู่ MAC;Indirizzo MAC;عنوان MAC;;;Adres MAC;;;MAC-adres;;כתובת מק;;;MAC地址
M90;关机;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M91;是否关机？;Shutdown?;電源を切りますか?;셧다운?;Ist es herunter gefahren?;Est-il éteint?;¿Está apagado?;;Это выключено?;Está desligado?;ปิดหรือไม่;Lo spegnimento?;هل هو مغلق ؟;;;Zamknięcie?;;;Afsluiten?;;כיבוי?;;;是否關機?
M92;重启;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M93;是否重启？;Restart?;再起動しますか?;다시 시작?;Wird es neu gestartet?;Est-ce un redémarrage?;¿Se reinicia?;;Это перезагрузка?;É reiniciado?;รีสตาร์ทหรือไม่?;Ripartire?;هل إعادة التشغيل ؟;;;Ponowne uruchomienie?;;;Opnieuw opstarten?;;הפעל מחדש?;;;是否重啟?
M94;恢复出厂？;Restore the factory?;工場出荷を再開しますか?;공장을 복원 하시겠습니까?;Werks reset?;Restaurer l'usine?;¿Restaurar la fábrica?;;Восстановить завод?;Restaurar a fábrica?;กลับไปที่โรงงาน?;Ripristinare la fabbrica?;استئناف المصنع ؟;;;Przywrócić fabrykę?;;;De fabriek herstellen?;;לשחזר את המפעל?;;;恢復出廠?
M95;是否继续恢复
出厂设置？;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M96;密码设置成功;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M97;请输入密码;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M98;请输入旧密码;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M99;密码错误;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M100;请再次输入密码;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M101;请输入新密码;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M102;计时器;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M103;计时结束;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M104;秒表;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M105;女性健康;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M106;未开启;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M107;指南针;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M108;东;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M109;西;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M110;南;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M111;北;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M112;东北;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M113;东南;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M114;西北;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M115;西南;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M116;~;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M117;°;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M118;使用支付宝扫码绑定;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M119;正在绑定;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M120;绑定成功;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M121;绑定失败;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M122;支付宝;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M123;付款码;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M124;乘车码;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M125;设置;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M126;付款码;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M127;切换条码;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M128;￥;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M129;网络不稳定 请在手机
支付宝上与商家确认
支付结果;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M130;支付宝乘车码 >>;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M131;刷新;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M132;手机支付宝首页搜索
“智能手表”，
点击进入后可管理支付设置;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M133;解除绑定;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M134;解绑确认;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M135;解绑后手表支付宝上的
功能将不可用，如要使
用手表支付，需再次绑定！;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M136;解绑成功;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M137;解绑后，手表支付功能
将不可用，若要使用，
需再次绑定。;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M138;你已经1小时未活动了
站起来放松一下吧;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M139;我知道了;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M140;24小时制;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M141;时间设置;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M142;声音与振动;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M143;静音模式;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M144;振动强度;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M145;振动强度;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M146;适中;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M147;较强;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M148;转场动画;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
M149;3D足球;4.000000;2.000000;3.000000;6.000000;5.000000;10.000000;;15.000000;9.000000;18.000000;7.000000;21.000000;;;14.000000;;;8.000000;;17.000000;;;1.000000
